,time (us),gyro,sim ACC,mag,alt (m),temp,time (s),Senor Acc (m/s^2),Sensor Acc (gs),,R1,R2,,realALT,,,,,,,,,,,,,
,48627500,0,2062,0,8815.135,25.5,48.6275,9.8127312,1.00027841,,13.51181115,0.544937029,,8814.59,41.7725,0,32.194,0,32.194,0.132,0,0.132,93.393,0.113,-93.393,0.08616,8814.59
,48693750,0,2033,0,8808.122,25.5,48.69375,9.8127312,1.00027841,,-14.94129169,2.521138529,,8805.601,41.86875,0,32.194,0,32.194,0.132,0,0.132,93.38,0.113,-93.38,0.086146,8805.601
,48760000,0,2048,0,8794.21,25.5,48.76,9.8127312,1.00027841,,-0.261393096,-2.403615019,,8796.614,41.965,0,32.194,0,32.194,0.133,0,0.133,93.367,0.114,-93.367,0.086131,8796.614
,48826250,0,2041,0,8787.641,25.5,48.82625,9.813036,1.00030948,,-7.074660144,0.012713342,,8787.628,42.06125,0,32.195,0,32.195,0.133,0,0.133,93.354,0.115,-93.354,0.086117,8787.628
,48892500,0,2062,0,8779.929,25.5,48.8925,9.813036,1.00030948,,14.23137969,1.285108652,,8778.644,42.1575,0,32.195,0,32.195,0.133,0,0.133,93.342,0.115,-93.342,0.086102,8778.644
,48958750,0,2020,0,8770.091,25.5,48.95875,9.813036,1.00030948,,-28.00436035,0.431067464,,8769.66,42.25375,0,32.195,0,32.195,0.133,0,0.133,93.329,0.116,-93.329,0.086088,8769.66
,49025000,0,2052,0,8760.098,25.5,49.025,9.813036,1.00030948,,3.97045822,-0.579996308,,8760.678,42.35,0,32.195,0,32.195,0.133,0,0.133,93.316,0.116,-93.316,0.086073,8760.678
,49091250,0,2057,0,8748.707,25.5,49.09125,9.813036,1.00030948,,8.791696538,-2.990132511,,8751.697,42.44625,0,32.195,0,32.195,0.133,0,0.133,93.303,0.117,-93.303,0.086058,8751.697
,49157500,0,2055,0,8739.445,25.5,49.1575,9.813036,1.00030948,,6.827953941,-3.27239656,,8742.717,42.5425,0,32.195,0,32.195,0.133,0,0.133,93.291,0.117,-93.29,0.086044,8742.717
,49223750,0,2032,0,8733.028,25.5,49.22375,9.813036,1.00030948,,-16.02748957,-0.710443747,,8733.738,42.63875,0,32.195,0,32.195,0.133,0,0.133,93.278,0.118,-93.278,0.086029,8733.738
,49290000,0,2023,0,8724.111,25.5,49.29,9.813036,1.00030948,,-24.78399352,-0.649594259,,8724.761,42.735,0,32.195,0,32.195,0.133,0,0.133,93.265,0.118,-93.265,0.086014,8724.761
,49356250,0,2049,0,8714.957,25.5,49.35625,9.813036,1.00030948,,1.247596573,-0.828195089,,8715.785,42.83125,0,32.195,0,32.195,0.133,0,0.133,93.252,0.119,-93.252,0.086,8715.785
,49422500,0,2067,0,8705.361,25.5,49.4225,9.813036,1.00030948,,18.74430819,-1.44927866,,8706.81,42.9275,0,32.195,0,32.195,0.133,0,0.133,93.239,0.12,-93.239,0.085985,8706.81
,49488750,0,2021,0,8699.32,25.5,49.48875,9.813036,1.00030948,,-27.14139381,1.483641888,,8697.836,43.02375,0,32.195,0,32.195,0.133,0,0.133,93.226,0.12,-93.226,0.085971,8697.836
,49555000,0,2060,0,8687.738,25.5,49.555,9.813036,1.00030948,,11.59325904,-1.126002091,,8688.864,43.12,0,32.195,0,32.195,0.133,0,0.133,93.214,0.121,-93.214,0.085956,8688.864
,49621250,0,2039,0,8679.295,25.5,49.62125,9.813036,1.00030948,,-9.479202587,-0.598387562,,8679.893,43.21625,0,32.195,0,32.195,0.133,0,0.133,93.201,0.121,-93.201,0.085941,8679.893
,49687500,0,2058,0,8668.443,25.5,49.6875,9.813036,1.00030948,,9.690364804,-2.480361935,,8670.923,43.3125,0,32.195,0,32.195,0.133,0,0.133,93.188,0.122,-93.188,0.085927,8670.923
,49753750,0,2067,0,8660.662,25.5,49.75375,9.8133408,1.00034055,,18.72489632,-1.292249476,,8661.954,43.40875,0,32.196,0,32.196,0.133,0,0.133,93.175,0.122,-93.175,0.085912,8661.954
,49820000,0,2047,0,8654.504,25.5,49.82,9.8133408,1.00034055,,-1.618948516,1.517034576,,8652.987,43.505,0,32.196,0,32.196,0.133,0,0.133,93.162,0.123,-93.162,0.085897,8652.987
,49886250,0,2066,0,8645.332,25.5,49.88625,9.8133408,1.00034055,,17.68773972,1.312397934,,8644.02,43.60125,0,32.196,0,32.196,0.133,0,0.133,93.15,0.123,-93.149,0.085883,8644.02
,49952500,0,2041,0,8635.121,25.5,49.9525,9.8133408,1.00034055,,-7.255802196,0.066078688,,8635.055,43.6975,0,32.196,0,32.196,0.133,0,0.133,93.137,0.124,-93.137,0.085868,8635.055
,50018750,0,2040,0,8625.308,25.5,50.01875,9.8133408,1.00034055,,-8.597846732,-0.78355902,,8626.092,43.79375,0,32.196,0,32.196,0.133,0,0.133,93.124,0.125,-93.124,0.085854,8626.092
,50085000,0,2053,0,8617.939,25.5,50.085,9.8133408,1.00034055,,4.372990832,0.809667874,,8617.129,43.89,0,32.196,0,32.196,0.133,0,0.133,93.111,0.125,-93.111,0.085839,8617.129
,50151250,0,2037,0,8606.084,25.5,50.15125,9.8133408,1.00034055,,-11.00927782,-2.084357668,,8608.168,43.98625,0,32.196,0,32.196,0.133,0,0.133,93.098,0.126,-93.098,0.085824,8608.168
,50217500,0,2039,0,8600.245,25.5,50.2175,9.8133408,1.00034055,,-9.042571622,1.037002086,,8599.208,44.0825,0,32.196,0,32.196,0.133,0,0.133,93.085,0.126,-93.085,0.08581,8599.208
,50283750,0,2050,0,8594.035,25.5,50.28375,9.8133408,1.00034055,,1.515783678,3.785997516,,8590.249,44.17875,0,32.196,0,32.196,0.133,0,0.133,93.073,0.127,-93.073,0.085795,8590.249
,50350000,0,2025,0,8582.288,25.5,50.35,9.8133408,1.00034055,,-23.57667591,0.996516378,,8581.291,44.275,0,32.196,0,32.196,0.133,0,0.133,93.06,0.127,-93.06,0.08578,8581.291
,50416250,0,2056,0,8573.643,25.5,50.41625,9.8133408,1.00034055,,7.376538848,1.308028233,,8572.335,44.37125,0,32.196,0,32.196,0.133,0,0.133,93.047,0.128,-93.047,0.085766,8572.335
,50482500,0,2060,0,8565.079,25.5,50.4825,9.8133408,1.00034055,,12.03538586,1.699149603,,8563.38,44.4675,0,32.196,0,32.196,0.133,0,0.133,93.034,0.129,-93.034,0.085751,8563.38
,50548750,0,2041,0,8554.806,25.5,50.54875,9.8133408,1.00034055,,-7.225120049,0.379632567,,8554.426,44.56375,0,32.196,0,32.196,0.133,0,0.133,93.021,0.129,-93.021,0.085737,8554.426
,50615000,0,2053,0,8547.095,25.5,50.615,9.8133408,1.00034055,,4.843446208,1.622401498,,8545.473,44.66,0,32.196,0,32.196,0.133,0,0.133,93.009,0.13,-93.008,0.085722,8545.473
,50681250,0,2046,0,8536.773,25.5,50.68125,9.8133408,1.00034055,,-2.58634733,0.251231534,,8536.522,44.75625,0,32.196,0,32.196,0.133,0,0.133,92.996,0.13,-92.996,0.085707,8536.522
,50747500,0,2048,0,8532.489,25.5,50.7475,9.8133408,1.00034055,,-0.129550685,4.916812646,,8527.572,44.8525,0,32.196,0,32.196,0.133,0,0.133,92.983,0.131,-92.983,0.085693,8527.572
,50813750,0,2074,0,8520.392,25.5,50.81375,9.8133408,1.00034055,,25.55072974,1.768788523,,8518.623,44.94875,0,32.196,0,32.196,0.133,0,0.133,92.97,0.132,-92.97,0.085678,8518.623
,50880000,0,2010,0,8507.572,25.5,50.88,9.8133408,1.00034055,,-38.52844818,-2.103062982,,8509.675,45.045,0,32.196,0,32.196,0.133,0,0.133,92.957,0.132,-92.957,0.085664,8509.675
,50946250,0,2077,0,8499.297,25.5,50.94625,9.8133408,1.00034055,,28.42928493,-1.431230308,,8500.728,45.14125,0,32.196,0,32.196,0.133,0,0.133,92.945,0.133,-92.944,0.085649,8500.728
,51012500,0,2053,0,8495.311,25.5,51.0125,9.8133408,1.00034055,,5.199589356,3.527681036,,8491.783,45.2375,0,32.196,0,32.196,0.133,0,0.133,92.932,0.133,-92.932,0.085635,8491.783
,51078750,0,2046,0,8482.308,25.5,51.07875,9.8133408,1.00034055,,-2.510877163,-0.530522799,,8482.839,45.33375,0,32.196,0,32.196,0.133,0,0.133,92.919,0.134,-92.919,0.08562,8482.839
,51145000,0,2013,0,8474.776,25.5,51.145,9.8133408,1.00034055,,-34.77031109,0.879730778,,8473.896,45.43,0,32.196,0,32.196,0.133,0,0.133,92.906,0.134,-92.906,0.085605,8473.896
,51211250,0,2048,0,8464.361,25.5,51.21125,9.8133408,1.00034055,,0.198149768,-0.594055851,,8464.955,45.52625,0,32.196,0,32.196,0.133,0,0.133,92.893,0.135,-92.893,0.085591,8464.955
,51277500,0,2041,0,8454.219,25.5,51.2775,9.8133408,1.00034055,,-6.851204043,-1.794962325,,8456.014,45.6225,0,32.196,0,32.196,0.133,0,0.133,92.881,0.136,-92.88,0.085576,8456.014
,51343750,0,2068,0,8441.891,25.5,51.34375,9.8133408,1.00034055,,19.46506127,-5.183743706,,8447.075,45.71875,0,32.196,0,32.196,0.133,0,0.133,92.868,0.136,-92.868,0.085562,8447.075
,51410000,0,2054,0,8438.558,25.5,51.41,9.8133408,1.00034055,,5.523343895,0.421224871,,8438.137,45.815,0,32.196,0,32.196,0.133,0,0.133,92.855,0.137,-92.855,0.085547,8438.137
,51476250,0,2037,0,8427.234,25.5,51.47625,9.8133408,1.00034055,,-11.35113944,-1.966560852,,8429.201,45.91125,0,32.196,0,32.196,0.133,0,0.133,92.842,0.137,-92.842,0.085533,8429.201
,51542500,0,2062,0,8419.747,25.5,51.5425,9.8133408,1.00034055,,13.64805877,-0.518403935,,8420.265,46.0075,0,32.196,0,32.196,0.133,0,0.133,92.829,0.138,-92.829,0.085518,8420.265
,51608750,0,2030,0,8409.299,25.5,51.60875,9.8133408,1.00034055,,-18.59584499,-2.031905239,,8411.331,46.10375,0,32.196,0,32.196,0.133,0,0.133,92.817,0.139,-92.817,0.085504,8411.331
,51675000,0,2079,0,8405.425,25.5,51.675,9.8133408,1.00034055,,30.64629669,3.026547953,,8402.398,46.2,0,32.196,0,32.196,0.133,0,0.133,92.804,0.139,-92.804,0.085489,8402.398
,51741250,0,2068,0,8393.782,25.5,51.74125,9.8133408,1.00034055,,20.07518992,0.315793395,,8393.466,46.29625,0,32.196,0,32.196,0.133,0,0.133,92.791,0.14,-92.791,0.085474,8393.466
,51807500,0,2064,0,8382.287,25.5,51.8075,9.8133408,1.00034055,,15.98241484,-2.248851539,,8384.536,46.3925,0,32.196,0,32.196,0.133,0,0.133,92.778,0.14,-92.778,0.08546,8384.536
,51873750,0,2043,0,8376.321,25.5,51.87375,9.8133408,1.00034055,,-4.992422424,0.713777011,,8375.607,46.48875,0,32.196,0,32.196,0.133,0,0.133,92.766,0.141,-92.766,0.085445,8375.607
,51940000,0,2053,0,8362.737,25.5,51.94,9.8133408,1.00034055,,4.744453492,-3.941983205,,8366.679,46.585,0,32.196,0,32.196,0.133,0,0.133,92.753,0.142,-92.753,0.085431,8366.679
,52006250,0,2030,0,8363.144,25.5,52.00625,9.8133408,1.00034055,,-17.8885779,5.391619597,,8357.752,46.68125,0,32.196,0,32.196,0.132,0,0.132,92.74,0.142,-92.74,0.085416,8357.752
,52072500,0,2029,0,8345.082,25.5,52.0725,9.8133408,1.00034055,,-19.03900686,-3.74371024,,8348.826,46.7775,0,32.196,0,32.196,0.132,0,0.132,92.727,0.143,-92.727,0.085402,8348.826
,52138750,0,2039,0,8339.117,25.5,52.13875,9.8133408,1.00034055,,-8.886654705,-0.785182033,,8339.902,46.87375,0,32.196,0,32.196,0.132,0,0.132,92.715,0.143,-92.715,0.085387,8339.902
,52205000,0,2054,0,8326.375,25.5,52.205,9.8133408,1.00034055,,5.69824913,-4.604083508,,8330.979,46.97,0,32.196,0,32.196,0.132,0,0.132,92.702,0.144,-92.702,0.085373,8330.979
,52271250,0,2044,0,8319.447,25.5,52.27125,9.8133408,1.00034055,,-4.471396532,-2.610406195,,8322.057,47.06625,0,32.196,0,32.196,0.132,0,0.132,92.689,0.145,-92.689,0.085358,8322.057
,52337500,0,2049,0,8313.812,25.5,52.3375,9.8133408,1.00034055,,0.629933069,0.676455957,,8313.136,47.1625,0,32.196,0,32.196,0.132,0,0.132,92.676,0.145,-92.676,0.085344,8313.136
,52403750,0,2029,0,8306.244,25.5,52.40375,9.8133408,1.00034055,,-19.09124193,2.028186391,,8304.216,47.25875,0,32.196,0,32.196,0.132,0,0.132,92.664,0.146,-92.664,0.085329,8304.216
,52470000,0,2054,0,8296.42,25.5,52.47,9.8133408,1.00034055,,6.242395918,1.122001825,,8295.298,47.355,0,32.196,0,32.196,0.132,0,0.132,92.651,0.147,-92.651,0.085315,8295.298
,52536250,0,2048,0,8283.769,25.5,52.53625,9.8133408,1.00034055,,-0.517289936,-2.611669002,,8286.381,47.45125,0,32.196,0,32.196,0.132,0,0.132,92.638,0.147,-92.638,0.0853,8286.381
,52602500,0,2051,0,8278.41,25.5,52.6025,9.8133408,1.00034055,,2.811701795,0.94480061,,8277.465,47.5475,0,32.196,0,32.196,0.132,0,0.132,92.626,0.148,-92.625,0.085286,8277.465
,52668750,0,2021,0,8269.303,25.5,52.66875,9.8133408,1.00034055,,-26.78130802,0.752478169,,8268.551,47.64375,0,32.196,0,32.196,0.132,0,0.132,92.613,0.148,-92.613,0.085272,8268.551
,52735000,0,2053,0,8259.988,25.5,52.735,9.8133408,1.00034055,,4.341274073,0.350661887,,8259.637,47.74,0,32.196,0,32.196,0.132,0,0.132,92.6,0.149,-92.6,0.085257,8259.637
,52801250,0,2063,0,8254.09,25.5,52.80125,9.8133408,1.00034055,,14.57205474,3.364834853,,8250.725,47.83625,0,32.196,0,32.196,0.132,0,0.132,92.587,0.15,-92.587,0.085243,8250.725
,52867500,0,2044,0,8237.616,25.5,52.8675,9.813036,1.00030948,,-4.608904133,-4.19825563,,8241.814,47.9325,0,32.195,0,32.195,0.132,0,0.132,92.575,0.15,-92.575,0.085228,8241.814
,52933750,0,2069,0,8233.19,25.5,52.93375,9.813036,1.00030948,,20.89402883,0.285007619,,8232.905,48.02875,0,32.195,0,32.195,0.132,0,0.132,92.562,0.151,-92.562,0.085214,8232.905
,53000000,0,2061,0,8227.921,25.5,53,9.813036,1.00030948,,12.98148493,3.924649095,,8223.996,48.125,0,32.195,0,32.195,0.132,0,0.132,92.549,0.151,-92.549,0.085199,8223.996
,53066250,0,2042,0,8209.636,25.5,53.06625,9.813036,1.00030948,,-5.755323866,-5.452835541,,8215.089,48.22125,0,32.195,0,32.195,0.132,0,0.132,92.537,0.152,-92.537,0.085185,8215.089
,53132500,0,2053,0,8204.214,25.5,53.1325,9.813036,1.00030948,,5.304282523,-1.969343532,,8206.183,48.3175,0,32.195,0,32.195,0.132,0,0.132,92.524,0.153,-92.524,0.08517,8206.183
,53198750,0,2032,0,8193.96,25.5,53.19875,9.813036,1.00030948,,-16.50913304,-3.31789807,,8197.278,48.41375,0,32.195,0,32.195,0.132,0,0.132,92.511,0.153,-92.511,0.085156,8197.278
,53265000,0,1994,0,8188.187,25.5,53.265,9.813036,1.00030948,,-53.6588084,-0.187555965,,8188.375,48.51,0,32.195,0,32.195,0.132,0,0.132,92.499,0.154,-92.499,0.085142,8188.375
,53331250,0,2063,0,8178.297,25.5,53.33125,9.813036,1.00030948,,15.06704931,-1.175286532,,8179.472,48.60625,0,32.195,0,32.195,0.132,0,0.132,92.486,0.155,-92.486,0.085127,8179.472
,53397500,0,2059,0,8171.072,25.5,53.3975,9.813036,1.00030948,,11.35087922,0.500711384,,8170.571,48.7025,0,32.195,0,32.195,0.132,0,0.132,92.473,0.155,-92.473,0.085113,8170.571
,53463750,0,2035,0,8161.65,25.5,53.46375,9.813036,1.00030948,,-12.73755522,-0.021392254,,8161.671,48.79875,0,32.195,0,32.195,0.132,0,0.132,92.461,0.156,-92.461,0.085098,8161.671
,53530000,0,2045,0,8156.114,25.5,53.53,9.813036,1.00030948,,-2.713333815,3.341801462,,8152.772,48.895,0,32.195,0,32.195,0.132,0,0.132,92.448,0.156,-92.448,0.085084,8152.772
,53596250,0,2070,0,8143.054,25.5,53.59625,9.813036,1.00030948,,22.23058934,-0.820839213,,8143.875,48.99125,0,32.195,0,32.195,0.131,0,0.131,92.435,0.157,-92.435,0.08507,8143.875
,53662500,0,2044,0,8133.585,25.5,53.6625,9.813036,1.00030948,,-4.23373739,-1.394155308,,8134.979,49.0875,0,32.195,0,32.195,0.131,0,0.131,92.423,0.158,-92.423,0.085055,8134.979
,53728750,0,2051,0,8129.95,25.5,53.72875,9.813036,1.00030948,,2.76137631,3.866024779,,8126.084,49.18375,0,32.195,0,32.195,0.131,0,0.131,92.41,0.158,-92.41,0.085041,8126.084
,53795000,0,2069,0,8116.584,25.5,53.795,9.813036,1.00030948,,20.8767805,-0.606233598,,8117.19,49.28,0,32.195,0,32.195,0.131,0,0.131,92.397,0.159,-92.397,0.085027,8117.19
,53861250,0,2060,0,8107.935,25.5,53.86125,9.813036,1.00030948,,11.88113897,-0.361645808,,8108.297,49.37625,0,32.195,0,32.195,0.131,0,0.131,92.385,0.16,-92.385,0.085012,8108.297
,53927500,0,2080,0,8101.871,25.5,53.9275,9.813036,1.00030948,,31.53180926,2.46534456,,8099.406,49.4725,0,32.195,0,32.195,0.131,0,0.131,92.372,0.16,-92.372,0.084998,8099.406
,53993750,0,2047,0,8090.934,25.5,53.99375,9.813036,1.00030948,,-0.889134202,0.417608207,,8090.516,49.56875,0,32.195,0,32.195,0.131,0,0.131,92.36,0.161,-92.359,0.084983,8090.516
,54060000,0,2069,0,8081.399,25.5,54.06,9.813036,1.00030948,,21.02720802,-0.228329275,,8081.627,49.665,0,32.195,0,32.195,0.131,0,0.131,92.347,0.162,-92.347,0.084969,8081.627
,54126250,0,2032,0,8072.123,25.5,54.12625,9.813036,1.00030948,,-15.86468419,-0.616374711,,8072.739,49.76125,0,32.195,0,32.195,0.131,0,0.131,92.334,0.162,-92.334,0.084955,8072.739
,54192500,0,2059,0,8062.298,25.5,54.1925,9.813036,1.00030948,,10.81079972,-1.553944175,,8063.852,49.8575,0,32.195,0,32.195,0.131,0,0.131,92.322,0.163,-92.322,0.08494,8063.852
,54258750,0,2025,0,8055.394,25.5,54.25875,9.813036,1.00030948,,-23.03080635,0.426867386,,8054.967,49.95375,0,32.195,0,32.195,0.131,0,0.131,92.309,0.164,-92.309,0.084926,8054.967
,54325000,0,2071,0,8047.618,25.5,54.325,9.813036,1.00030948,,23.13365526,1.535410278,,8046.083,50.05,0,32.195,0,32.195,0.131,0,0.131,92.297,0.164,-92.296,0.084912,8046.083
,54391250,0,2034,0,8043.242,25.5,54.39125,9.813036,1.00030948,,-14.33031368,6.042218463,,8037.2,50.14625,0,32.195,0,32.195,0.131,0,0.131,92.284,0.165,-92.284,0.084897,8037.2
,54457500,0,2050,0,8030.555,25.5,54.4575,9.813036,1.00030948,,1.530993174,2.237271736,,8028.318,50.2425,0,32.195,0,32.195,0.131,0,0.131,92.271,0.165,-92.271,0.084883,8028.318
,54523750,0,2055,0,8016.819,25.5,54.52375,9.813036,1.00030948,,7.248448398,-2.618522367,,8019.438,50.33875,0,32.195,0,32.195,0.131,0,0.131,92.259,0.166,-92.259,0.084869,8019.438
,54590000,0,2045,0,8009.107,25.5,54.59,9.813036,1.00030948,,-3.314037242,-1.451532745,,8010.559,50.435,0,32.195,0,32.195,0.131,0,0.131,92.246,0.167,-92.246,0.084854,8010.559
,54656250,0,2067,0,8001.931,25.5,54.65625,9.813036,1.00030948,,18.44148901,0.25088287,,8001.68,50.53125,0,32.195,0,32.195,0.131,0,0.131,92.234,0.167,-92.233,0.08484,8001.68
,54722500,0,2038,0,7995.097,25.5,54.7225,9.813036,1.00030948,,-9.697407443,2.293260918,,7992.804,50.6275,0,32.195,0,32.195,0.131,0,0.131,92.221,0.168,-92.221,0.084826,7992.804
,54788750,0,2052,0,7982.946,25.5,54.78875,9.813036,1.00030948,,3.513740609,-0.981970371,,7983.928,50.72375,0,32.195,0,32.195,0.131,0,0.131,92.208,0.169,-92.208,0.084812,7983.928
,54855000,0,2025,0,7972.756,25.5,54.855,9.813036,1.00030948,,-23.62076292,-2.297683689,,7975.054,50.82,0,32.195,0,32.195,0.131,0,0.131,92.196,0.169,-92.196,0.084797,7975.054
,54921250,0,2066,0,7966.776,25.5,54.92125,9.813036,1.00030948,,18.04777253,0.596374972,,7966.18,50.91625,0,32.195,0,32.195,0.131,0,0.131,92.183,0.17,-92.183,0.084783,7966.18
,54987500,0,2046,0,7959.089,25.5,54.9875,9.813036,1.00030948,,-2.605897675,1.781469226,,7957.308,51.0125,0,32.195,0,32.195,0.131,0,0.131,92.171,0.171,-92.171,0.084769,7957.308
,55053750,0,2062,0,7948.868,25.5,55.05375,9.813036,1.00030948,,13.71215894,0.429931791,,7948.438,51.10875,0,32.195,0,32.195,0.131,0,0.131,92.158,0.171,-92.158,0.084754,7948.438
,55120000,0,2056,0,7942.063,25.5,55.12,9.813036,1.00030948,,7.392192947,2.495140545,,7939.568,51.205,0,32.195,0,32.195,0.13,0,0.13,92.146,0.172,-92.145,0.08474,7939.568
,55186250,0,2061,0,7931.666,25.5,55.18625,9.813036,1.00030948,,13.11507663,0.965619197,,7930.7,51.30125,0,32.195,0,32.195,0.13,0,0.13,92.133,0.173,-92.133,0.084726,7930.7
,55252500,0,2041,0,7920.665,25.5,55.2525,9.813036,1.00030948,,-7.437009228,-1.166826025,,7921.832,51.3975,0,32.195,0,32.195,0.13,0,0.13,92.121,0.173,-92.12,0.084712,7921.832
,55318750,0,2036,0,7915.91,25.5,55.31875,9.813036,1.00030948,,-11.99837403,2.944156487,,7912.966,51.49375,0,32.195,0,32.195,0.13,0,0.13,92.108,0.174,-92.108,0.084697,7912.966
,55385000,0,2066,0,7903.86,25.5,55.385,9.813036,1.00030948,,18.32329636,-0.242346741,,7904.102,51.59,0,32.195,0,32.195,0.13,0,0.13,92.095,0.175,-92.095,0.084683,7904.102
,55451250,0,2036,0,7893.842,25.5,55.45125,9.813036,1.00030948,,-11.97804072,-1.39568945,,7895.238,51.68625,0,32.195,0,32.195,0.13,0,0.13,92.083,0.175,-92.083,0.084669,7895.238
,55517500,0,2008,0,7888.487,25.5,55.5175,9.813036,1.00030948,,-40.13456596,2.110822683,,7886.376,51.7825,0,32.195,0,32.195,0.13,0,0.13,92.07,0.176,-92.07,0.084655,7886.376
,55583750,0,2016,0,7875.248,25.5,55.58375,9.813036,1.00030948,,-31.86143638,-2.266890045,,7877.515,51.87875,0,32.195,0,32.195,0.13,0,0.13,92.058,0.177,-92.058,0.08464,7877.515
,55650000,0,2048,0,7866.789,25.5,55.65,9.813036,1.00030948,,-0.450003779,-1.86641177,,7868.655,51.975,0,32.195,0,32.195,0.13,0,0.13,92.045,0.177,-92.045,0.084626,7868.655
,55716250,0,2052,0,7859.714,25.5,55.71625,9.813036,1.00030948,,3.418236652,-0.082268181,,7859.796,52.07125,0,32.195,0,32.195,0.13,0,0.13,92.033,0.178,-92.033,0.084612,7859.796
,55782500,0,2033,0,7851.76,25.5,55.7825,9.813036,1.00030948,,-15.51777559,0.821510901,,7850.938,52.1675,0,32.195,0,32.195,0.13,0,0.13,92.02,0.179,-92.02,0.084598,7850.938
,55848750,0,2056,0,7842.861,25.5,55.84875,9.813036,1.00030948,,7.532639174,0.778681745,,7842.082,52.26375,0,32.195,0,32.195,0.13,0,0.13,92.008,0.179,-92.008,0.084584,7842.082
,55915000,0,2069,0,7833.406,25.5,55.915,9.813036,1.00030948,,20.37816974,0.178504828,,7833.227,52.36,0,32.195,0,32.195,0.13,0,0.13,91.995,0.18,-91.995,0.084569,7833.227
,55981250,0,2066,0,7823.783,25.5,55.98125,9.813036,1.00030948,,17.64370311,-0.589766256,,7824.373,52.45625,0,32.195,0,32.195,0.13,0,0.13,91.983,0.181,-91.983,0.084555,7824.373
,56047500,0,2056,0,7811.689,25.5,56.0475,9.813036,1.00030948,,8.211266979,-3.830613713,,7815.52,52.5525,0,32.195,0,32.195,0.13,0,0.13,91.97,0.181,-91.97,0.084541,7815.52
,56113750,0,2021,0,7805.501,25.5,56.11375,9.813036,1.00030948,,-26.79000561,-1.168359621,,7806.669,52.64875,0,32.195,0,32.195,0.13,0,0.13,91.958,0.182,-91.958,0.084527,7806.669
,56180000,0,2033,0,7798.454,25.5,56.18,9.813036,1.00030948,,-14.95426456,0.635176185,,7797.819,52.745,0,32.195,0,32.195,0.13,0,0.13,91.945,0.183,-91.945,0.084513,7797.819
,56246250,0,2049,0,7791.682,25.5,56.24625,9.813036,1.00030948,,1.318574782,2.713484241,,7788.969,52.84125,0,32.195,0,32.195,0.13,0,0.13,91.933,0.184,-91.933,0.084498,7788.969
,56312500,0,2035,0,7779.22,25.5,56.3125,9.813036,1.00030948,,-13.59618494,-0.901794937,,7780.122,52.9375,0,32.195,0,32.195,0.13,0,0.13,91.92,0.184,-91.92,0.084484,7780.122
,56378750,0,2043,0,7770.766,25.5,56.37875,9.813036,1.00030948,,-4.988076728,-0.508911173,,7771.275,53.03375,0,32.195,0,32.195,0.13,0,0.13,91.908,0.185,-91.908,0.08447,7771.275
,56445000,0,2045,0,7759.704,25.5,56.445,9.813036,1.00030948,,-3.302540522,-2.724841966,,7762.429,53.13,0,32.195,0,32.195,0.13,0,0.13,91.895,0.186,-91.895,0.084456,7762.429
,56511250,0,2054,0,7749.747,25.5,56.51125,9.813036,1.00030948,,5.988204805,-3.837781504,,7753.585,53.22625,0,32.195,0,32.195,0.13,0,0.13,91.883,0.186,-91.883,0.084442,7753.585
,56577500,0,2048,0,7746.075,25.5,56.5775,9.813036,1.00030948,,0.144764238,1.333010399,,7744.742,53.3225,0,32.195,0,32.195,0.13,0,0.13,91.87,0.187,-91.87,0.084428,7744.742
,56643750,0,2055,0,7736.346,25.5,56.64375,9.813036,1.00030948,,6.379109664,0.446370976,,7735.9,53.41875,0,32.195,0,32.195,0.129,0,0.129,91.858,0.188,-91.858,0.084413,7735.9
,56710000,0,2071,0,7730.445,25.5,56.71,9.813036,1.00030948,,23.34954384,3.385839265,,7727.059,53.515,0,32.195,0,32.195,0.129,0,0.129,91.846,0.188,-91.845,0.084399,7727.059
,56776250,0,2052,0,7718.581,25.5,56.77625,9.813036,1.00030948,,4.002293243,0.360793918,,7718.22,53.61125,0,32.195,0,32.195,0.129,0,0.129,91.833,0.189,-91.833,0.084385,7718.22
,56842500,0,2062,0,7709.881,25.5,56.8425,9.813036,1.00030948,,13.39233098,0.498561832,,7709.382,53.7075,0,32.195,0,32.195,0.129,0,0.129,91.821,0.19,-91.82,0.084371,7709.382
,56908750,0,2026,0,7696.524,25.5,56.90875,9.813036,1.00030948,,-22.09577391,-4.019607931,,7700.544,53.80375,0,32.195,0,32.195,0.129,0,0.129,91.808,0.19,-91.808,0.084357,7700.544
,56975000,0,2084,0,7692.308,25.5,56.975,9.813036,1.00030948,,36.2805244,0.599269654,,7691.709,53.9,0,32.195,0,32.195,0.129,0,0.129,91.796,0.191,-91.796,0.084343,7691.709
,57041250,0,2067,0,7685.536,25.5,57.04125,9.8127312,1.00027841,,19.41431951,2.662400088,,7682.874,53.99625,0,32.194,0,32.194,0.129,0,0.129,91.783,0.192,-91.783,0.084329,7682.874
,57107500,0,2048,0,7673.087,25.5,57.1075,9.8127312,1.00027841,,0.261068614,-0.953019084,,7674.04,54.0925,0,32.194,0,32.194,0.129,0,0.129,91.771,0.193,-91.771,0.084315,7674.04
,57173750,0,2030,0,7666.77,25.5,57.17375,9.8127312,1.00027841,,-17.94232142,1.561500716,,7665.208,54.18875,0,32.194,0,32.194,0.129,0,0.129,91.758,0.193,-91.758,0.0843,7665.208
