,time (us),gyro,sim ACC,mag,alt (m),temp,time (s),Senor Acc (m/s^2),Sensor Acc (gs),,R1,R2,,realALT,,,,,,,,,,,,,
,0,0,2040,0,1.368,25.5,0,9.8112072,1.000123058,,-7.669797307,1.368287779,,0,,,,,,,,,,,,,
,66250,0,2051,0,0.978,25.5,0.06625,9.8112072,1.000123058,,2.756091818,0.977627993,,0,,,,,,,,,,,,,
,132500,0,2043,0,-0.217,25.5,0.1325,9.8112072,1.000123058,,-4.916025754,-0.217446761,,0,,,,,,,,,,,,,
,198750,0,2053,0,-0.762,25.5,0.19875,9.8112072,1.000123058,,5.605444735,-0.762263984,,0,,,,,,,,,,,,,
,265000,0,2044,0,0.251,25.5,0.265,9.8112072,1.000123058,,-3.384352655,0.251416923,,0,,,,,,,,,,,,,
,331250,0,2048,0,-0.941,25.5,0.33125,9.8112072,1.000123058,,0.398985964,-0.940855149,,0,,,,,,,,,,,,,
,397500,0,2081,0,-4.028,25.5,0.3975,9.8112072,1.000123058,,33.58702844,-4.02825032,,0,,,,,,,,,,,,,
,463750,0,2047,0,2.859,25.5,0.46375,9.8112072,1.000123058,,-0.309881078,2.859105109,,0,,,,,,,,,,,,,
,530000,0,2053,0,-2.111,25.5,0.53,9.8112072,1.000123058,,5.639855124,-2.110506295,,0,,,,,,,,,,,,,
,596250,0,2064,0,-0.292,25.5,0.59625,9.8112072,1.000123058,,16.33563831,-0.292185426,,0,,,,,,,,,,,,,
,662500,0,2043,0,-2.939,25.5,0.6625,9.8112072,1.000123058,,-4.930535186,-2.938547237,,0,,,,,,,,,,,,,
,728750,0,2043,0,-2.398,25.5,0.72875,9.8112072,1.000123058,,-4.361442569,-2.398248321,,0,,,,,,,,,,,,,
,795000,0,2063,0,-0.012,25.5,0.795,9.8112072,1.000123058,,15.02201007,-0.011587537,,0,,,,,,,,,,,,,
,861250,0,2038,0,1.556,25.5,0.86125,9.8112072,1.000123058,,-9.476568822,1.556222544,,0,,,,,,,,,,,,,
,927500,0,2046,0,-0.354,25.5,0.9275,9.8112072,1.000123058,,-1.74894451,-0.354128224,,0,,,,,,,,,,,,,
,993750,0,2051,0,-3.244,25.5,0.99375,9.8112072,1.000123058,,3.656176539,-3.244130937,,0,,,,,,,,,,,,,
,1060000,0,2038,0,-1.161,25.5,1.06,9.8112072,1.000123058,,-9.810058211,-1.161294444,,0,,,,,,,,,,,,,
,1126250,0,2046,0,3.034,25.5,1.12625,9.8112072,1.000123058,,-1.560331426,3.033734806,,0,,,,,,,,,,,,,
,1192500,0,2041,0,1.9,25.5,1.1925,9.8112072,1.000123058,,-6.671519258,1.89961431,,0,,,,,,,,,,,,,
,1258750,0,2066,0,-3.557,25.5,1.25875,9.8112072,1.000123058,,18.30608692,-3.557045721,,0,,,,,,,,,,,,,
,1325000,0,2046,0,4.202,25.5,1.325,9.8112072,1.000123058,,-1.696009836,4.201879886,,0,,,,,,,,,,,,,
,1391250,0,2048,0,-2.169,25.5,1.39125,9.8112072,1.000123058,,0.736109349,-2.168760051,,0,,,,,,,,,,,,,
,1457500,0,2054,0,-1.608,25.5,1.4575,9.8112072,1.000123058,,5.784301589,-1.60785405,,0,,,,,,,,,,,,,
,1523750,0,2034,0,3.274,25.5,1.52375,9.8112072,1.000123058,,-14.2354668,3.273861144,,0,,,,,,,,,,,,,
,1590000,0,2064,0,-2.293,25.5,1.59,9.8112072,1.000123058,,16.18748876,-2.29338845,,0,,,,,,,,,,,,,
,1656250,0,2064,0,0.66,25.5,1.65625,9.8112072,1.000123058,,15.75501277,0.660195113,,0,,,,,,,,,,,,,
,1722500,0,2047,0,-3.679,25.5,1.7225,9.8112072,1.000123058,,-1.131910249,-3.679246718,,0,,,,,,,,,,,,,
,1788750,0,2019,0,-1.428,25.5,1.78875,9.8112072,1.000123058,,-28.49886846,-1.428059686,,0,,,,,,,,,,,,,
,1855000,0,2046,0,2.565,25.5,1.855,9.8112072,1.000123058,,-1.72360263,2.564519885,,0,,,,,,,,,,,,,
,1921250,0,2056,0,4.642,25.5,1.92125,9.8112072,1.000123058,,7.834226989,4.642315455,,0,,,,,,,,,,,,,
,1987500,0,2069,0,-2.949,25.5,1.9875,9.8112072,1.000123058,,21.41973346,-2.948780479,,0,,,,,,,,,,,,,
,2053750,0,2081,0,1.409,25.5,2.05375,9.8112072,1.000123058,,33.3205028,1.408741297,,0,,,,,,,,,,,,,
,2120000,0,2033,0,-3.608,25.5,2.12,9.8112072,1.000123058,,-14.93333077,-3.608345735,,0,,,,,,,,,,,,,
,2186250,0,2050,0,-0.878,25.5,2.18625,9.8112072,1.000123058,,2.389804631,-0.878247162,,0,,,,,,,,,,,,,
,2252500,0,2025,0,-1.097,25.5,2.2525,9.8112072,1.000123058,,-22.71735839,-1.09668694,,0,,,,,,,,,,,,,
,2318750,0,2076,0,-1.476,25.5,2.31875,9.8112072,1.000123058,,27.86122994,-1.476288668,,0,,,,,,,,,,,,,
,2385000,0,2063,0,0.741,25.5,2.385,9.8112072,1.000123058,,15.05522526,0.7413485,,0,,,,,,,,,,,,,
,2451250,0,2030,0,-1.544,25.5,2.45125,9.8112072,1.000123058,,-17.56907585,-1.543586462,,0,,,,,,,,,,,,,
,2517500,0,2039,0,2.801,25.5,2.5175,9.8112072,1.000123058,,-9.014353666,2.80110693,,0,,,,,,,,,,,,,
,2583750,0,2033,0,0.163,25.5,2.58375,9.8112072,1.000123058,,-14.92490025,0.162874063,,0,,,,,,,,,,,,,
,2650000,0,2064,0,0.462,25.5,2.65,9.8112072,1.000123058,,15.77046143,0.462108079,,0,,,,,,,,,,,,,
,2716250,0,2013,0,1.585,25.5,2.71625,9.8112072,1.000123058,,-34.90919215,1.585018738,,0,,,,,,,,,,,,,
,2782500,0,2054,0,1.61,25.5,2.7825,9.8112072,1.000123058,,6.667679362,1.609703858,,0,,,,,,,,,,,,,
,2848750,0,2048,0,-2.447,25.5,2.84875,9.8112072,1.000123058,,-0.100340767,-2.446931094,,0,,,,,,,,,,,,,
,2915000,0,2043,0,2.399,25.5,2.915,9.8112072,1.000123058,,-4.445860526,2.398777967,,0,,,,,,,,,,,,,
,2981250,0,2054,0,1.438,25.5,2.98125,9.8112072,1.000123058,,6.110531025,1.437981953,,0,,,,,,,,,,,,,
,3047500,0,2059,0,-0.015,25.5,3.0475,9.8112072,1.000123058,,11.51387724,-0.014636313,,0,,,,,,,,,,,,,
,3113750,0,2064,0,0.995,25.5,3.11375,9.8112072,1.000123058,,16.19044917,0.994556115,,0,,,,,,,,,,,,,
,3180000,0,2032,0,1.57,25.5,3.18,9.8112072,1.000123058,,-15.33560412,1.569708833,,0,,,,,,,,,,,,,
,3246250,0,2045,0,2.094,25.5,3.24625,9.8112072,1.000123058,,-2.641608078,2.094088535,,0,,,,,,,,,,,,,
,3312500,0,2032,0,1.691,25.5,3.3125,9.8112072,1.000123058,,-15.3412111,1.690632931,,0,,,,,,,,,,,,,
,3378750,0,2028,0,-1.277,25.5,3.37875,9.8112072,1.000123058,,-20.19430331,-1.276525039,,0,,,,,,,,,,,,,
,3445000,0,2050,0,-5.428,25.5,3.445,9.8112072,1.000123058,,1.860930708,-5.428063611,,0,,,,,,,,,,,,,
,3511250,0,2034,0,0.361,25.5,3.51125,9.8112072,1.000123058,,-13.33716586,0.360661302,,0,,,,,,,,,,,,,
,3577500,0,2047,0,-3.437,25.5,3.5775,9.8112072,1.000123058,,-0.488624077,-3.436871457,,0,,,,,,,,,,,,,
,3643750,0,2045,0,1.925,25.5,3.64375,9.8112072,1.000123058,,-2.526902221,1.924655377,,0,,,,,,,,,,,,,
,3710000,0,2030,0,-2.21,25.5,3.71,9.8112072,1.000123058,,-17.85178351,-2.209631055,,0,,,,,,,,,,,,,
,3776250,0,2042,0,1.103,25.5,3.77625,9.8112072,1.000123058,,-5.283684126,1.103209916,,0,,,,,,,,,,,,,
,3842500,0,2066,0,1.725,25.5,3.8425,9.8112072,1.000123058,,17.97884428,1.725297702,,0,,,,,,,,,,,,,
,3908750,0,2037,0,-1.159,25.5,3.90875,9.8112072,1.000123058,,-10.86956071,-1.158570524,,0,,,,,,,,,,,,,
,3975000,0,2054,0,-0.659,25.5,3.975,9.8112072,1.000123058,,6.581843904,-0.658513826,,0,,,,,,,,,,,,,
,4041250,0,2028,0,1.035,25.5,4.04125,9.8112072,1.000123058,,-20.14427143,1.035481479,,0,,,,,,,,,,,,,
,4107500,0,2067,0,2.743,25.5,4.1075,9.8112072,1.000123058,,19.67780411,2.743233783,,0,,,,,,,,,,,,,
,4173750,0,2045,0,-0.363,25.5,4.17375,9.8112072,1.000123058,,-2.901598461,-0.363021746,,0,,,,,,,,,,,,,
,4240000,0,2075,0,0.141,25.5,4.24,9.8112072,1.000123058,,27.26275986,0.141177826,,0,,,,,,,,,,,,,
,4306250,0,2020,0,-2.785,25.5,4.30625,9.8112072,1.000123058,,-27.28125215,-2.785395913,,0,,,,,,,,,,,,,
,4372500,0,2041,0,-1.964,25.5,4.3725,9.8112072,1.000123058,,-6.509450814,-1.964046426,,0,,,,,,,,,,,,,
,4438750,0,2067,0,3.948,25.5,4.43875,9.8112072,1.000123058,,19.54505006,3.948166227,,0,,,,,,,,,,,,,
,4505000,0,2032,0,-0.191,25.5,4.505,9.8112072,1.000123058,,-15.85478463,-0.190649792,,0,,,,,,,,,,,,,
,4571250,0,2031,0,0.715,25.5,4.57125,9.8112072,1.000123058,,-16.53044023,0.715392341,,0,,,,,,,,,,,,,
,4637500,0,2040,0,-1.324,25.5,4.6375,9.8112072,1.000123058,,-7.921766745,-1.32422632,,0,,,,,,,,,,,,,
,4703750,0,2055,0,0.03,25.5,4.70375,9.8112072,1.000123058,,6.880728194,0.030495391,,0,,,,,,,,,,,,,
,4770000,0,2055,0,0.174,25.5,4.77,9.8112072,1.000123058,,7.462328711,0.173860251,,0,,,,,,,,,,,,,
,4836250,0,2034,0,-0.745,25.5,4.83625,9.8112072,1.000123058,,-13.53503261,-0.745374999,,0,,,,,,,,,,,,,
,4902500,0,2057,0,-1.795,25.5,4.9025,9.8112072,1.000123058,,8.873674113,-1.795155347,,0,,,,,,,,,,,,,
,4968750,0,2044,0,-0.51,25.5,4.96875,9.8112072,1.000123058,,-3.45292517,-0.50998787,,0,,,,,,,,,,,,,
,5035000,0,2033,0,0.054,25.5,5.035,9.8112072,1.000123058,,-15.12471782,0.053993764,,0,,,,,,,,,,,,,
,5101250,0,2044,0,-1.053,25.5,5.10125,9.8112072,1.000123058,,-3.528234383,-1.053000572,,0,,,,,,,,,,,,,
,5167500,0,2054,0,-1.728,25.5,5.1675,9.8112072,1.000123058,,5.835173926,-1.728067057,,0,,,,,,,,,,,,,
,5233750,0,2032,0,-1.788,25.5,5.23375,9.8112072,1.000123058,,-15.66853482,-1.788144913,,0,,,,,,,,,,,,,
,5300000,0,2035,0,1.837,25.5,5.3,9.8112072,1.000123058,,-12.81290946,1.837321912,,0,,,,,,,,,,,,,
,5366250,0,2031,0,-1.011,25.5,5.36625,9.8112072,1.000123058,,-17.00060125,-1.010633398,,0,,,,,,,,,,,,,
,5432500,0,2056,0,-1.847,25.5,5.4325,9.8112072,1.000123058,,8.442361129,-1.847179983,,0,,,,,,,,,,,,,
,5498750,0,2074,0,-1.142,25.5,5.49875,9.8112072,1.000123058,,25.8320561,-1.142274065,,0,,,,,,,,,,,,,
,5565000,0,2031,0,-1.128,25.5,5.565,9.8112072,1.000123058,,-17.21102743,-1.127892555,,0,,,,,,,,,,,,,
,5631250,0,2039,0,-2.442,25.5,5.63125,9.8112072,1.000123058,,-8.436762446,-2.441502538,,0,,,,,,,,,,,,,
,5697500,0,2056,0,-0.961,25.5,5.6975,9.8112072,1.000123058,,7.875358181,-0.96073723,,0,,,,,,,,,,,,,
,5763750,0,2055,0,1.524,25.5,5.76375,9.8112072,1.000123058,,7.185853599,1.524486021,,0,,,,,,,,,,,,,
,5830000,0,2039,0,1.031,25.5,5.83,9.8112072,1.000123058,,-8.594783703,1.030929166,,0,,,,,,,,,,,,,
,5896250,0,2045,0,-1.465,25.5,5.89625,9.8112072,1.000123058,,-2.900570466,-1.465135211,,0,,,,,,,,,,,,,
,5962500,0,2065,0,-1.834,25.5,5.9625,9.8112072,1.000123058,,17.63539132,-1.834121278,,0,,,,,,,,,,,,,
,6028750,0,2068,0,0.839,25.5,6.02875,9.8112072,1.000123058,,19.9292165,0.83913694,,0,,,,,,,,,,,,,
,6095000,0,2063,0,5.836,25.5,6.095,9.8112072,1.000123058,,15.72525114,5.836013928,,0,,,,,,,,,,,,,
,6161250,0,2050,0,1.516,25.5,6.16125,9.8112072,1.000123058,,2.241321488,1.516031666,,0,,,,,,,,,,,,,
,6227500,0,2062,0,-1.219,25.5,6.2275,9.8112072,1.000123058,,14.27418614,-1.218735264,,0,,,,,,,,,,,,,
,6293750,0,2039,0,-2.746,25.5,6.29375,9.8112072,1.000123058,,-9.033509897,-2.74612704,,0,,,,,,,,,,,,,
,6360000,0,2068,0,2.27,25.5,6.36,9.8112072,1.000123058,,20.51696044,2.270006271,,0,,,,,,,,,,,,,
,6426250,0,2032,0,0.918,25.5,6.42625,9.8112072,1.000123058,,-15.34113788,0.918247736,,0,,,,,,,,,,,,,
,6492500,0,2037,0,-1.975,25.5,6.4925,9.8112072,1.000123058,,-10.67592138,-1.975034951,,0,,,,,,,,,,,,,
,6558750,0,2048,0,-1.944,25.5,6.55875,9.8112072,1.000123058,,0.593449686,-1.944335426,,0,,,,,,,,,,,,,
,6625000,0,2032,0,-3.036,25.5,6.625,9.8112072,1.000123058,,-16.04470662,-3.036153683,,0,,,,,,,,,,,,,
,6691250,0,2036,0,4.14,25.5,6.69125,9.8112072,1.000123058,,-11.57403992,4.140273049,,0,,,,,,,,,,,,,
,6757500,0,2063,0,1.668,25.5,6.7575,9.8112072,1.000123058,,15.18860753,1.667962052,,0,,,,,,,,,,,,,
,6823750,0,2051,0,-2.258,25.5,6.82375,9.8112072,1.000123058,,2.950850506,-2.257843141,,0,,,,,,,,,,,,,
,6890000,0,2046,0,4.09,25.5,6.89,9.8112072,1.000123058,,-1.931164178,4.09045128,,0,,,,,,,,,,,,,
,6956250,0,2038,0,3.073,25.5,6.95625,9.8112072,1.000123058,,-10.17818226,3.072628288,,0,,,,,,,,,,,,,
,7022500,0,2047,0,-2.065,25.5,7.0225,9.8112072,1.000123058,,-0.689192699,-2.065286288,,0,,,,,,,,,,,,,
,7088750,0,2030,0,0.517,25.5,7.08875,9.8112072,1.000123058,,-17.67532963,0.516924007,,0,,,,,,,,,,,,,
,7155000,0,2041,0,1.415,25.5,7.155,9.8112072,1.000123058,,-6.645081973,1.415199714,,0,,,,,,,,,,,,,
,7221250,0,2052,0,2.734,25.5,7.22125,9.8112072,1.000123058,,4.300635992,2.733760519,,0,,,,,,,,,,,,,
,7287500,0,2033,0,-2.711,25.5,7.2875,9.8112072,1.000123058,,-14.71617929,-2.711188297,,0,,,,,,,,,,,,,
,7353750,0,2050,0,-2.551,25.5,7.35375,9.8112072,1.000123058,,2.609873156,-2.550604214,,0,,,,,,,,,,,,,
,7420000,0,2072,0,-1.506,25.5,7.42,9.8112072,1.000123058,,24.08619313,-1.505649456,,0,,,,,,,,,,,,,
,7486250,0,2058,0,-0.866,25.5,7.48625,9.8112072,1.000123058,,10.18603317,-0.865914035,,0,,,,,,,,,,,,,
,7552500,0,2045,0,0.899,25.5,7.5525,9.8112072,1.000123058,,-2.968256946,0.898963005,,0,,,,,,,,,,,,,
,7618750,0,2049,0,-2.104,25.5,7.61875,9.8112072,1.000123058,,1.118899076,-2.103661738,,0,,,,,,,,,,,,,
,7685000,0,2060,0,4.112,25.5,7.685,9.8112072,1.000123058,,11.77954434,4.111768792,,0,,,,,,,,,,,,,
,7751250,0,2065,0,0.11,25.5,7.75125,9.8112072,1.000123058,,17.59832448,0.110104312,,0,,,,,,,,,,,,,
,7817500,0,2050,0,1.157,25.5,7.8175,9.8112072,1.000123058,,2.577292513,1.156966672,,0,,,,,,,,,,,,,
,7883750,0,2071,0,-0.568,25.5,7.88375,9.8112072,1.000123058,,22.87581335,-0.567576307,,0,,,,,,,,,,,,,
,7950000,0,2040,0,0.344,25.5,7.95,9.8112072,1.000123058,,-7.53873133,0.344093641,,0,,,,,,,,,,,,,
,8016250,0,2038,0,-1.417,25.5,8.01625,9.8112072,1.000123058,,-10.14207983,-1.417090884,,0,,,,,,,,,,,,,
,8082500,0,2070,0,0.914,25.5,8.0825,9.8112072,1.000123058,,21.80432581,0.914071405,,0,,,,,,,,,,,,,
,8148750,0,2053,0,1.475,25.5,8.14875,9.8112072,1.000123058,,5.695766515,1.474661296,,0,,,,,,,,,,,,,
,8215000,0,2043,0,-0.352,25.5,8.215,9.8112072,1.000123058,,-4.443613767,-0.351595379,,0,,,,,,,,,,,,,
,8281250,0,2062,0,0.142,25.5,8.28125,9.8112072,1.000123058,,14.64747093,0.141793158,,0,,,,,,,,,,,,,
,8347500,0,2056,0,0.285,25.5,8.3475,9.8112072,1.000123058,,8.663269385,0.284913542,,0,,,,,,,,,,,,,
,8413750,0,2038,0,1.911,25.5,8.41375,9.8112072,1.000123058,,-9.298010411,1.910792288,,0,,,,,,,,,,,,,
,8480000,0,2023,0,-1.715,25.5,8.48,9.8112072,1.000123058,,-24.87473033,-1.714943594,,0,,,,,,,,,,,,,
,8546250,0,2063,0,-0.153,25.5,8.54625,9.8112072,1.000123058,,14.98422575,-0.152732255,,0,,,,,,,,,,,,,
,8612500,0,2030,0,0.271,25.5,8.6125,9.8112072,1.000123058,,-17.75927992,0.270977628,,0,,,,,,,,,,,,,
,8678750,0,2042,0,-2.371,25.5,8.67875,9.8112072,1.000123058,,-6.138671441,-2.371062806,,0,,,,,,,,,,,,,
,8745000,0,2043,0,2.549,25.5,8.745,9.8112072,1.000123058,,-5.084160377,2.549289353,,0,,,,,,,,,,,,,
,8811250,0,2050,0,0.401,25.5,8.81125,9.8112072,1.000123058,,2.682318464,0.40103468,,0,,,,,,,,,,,,,
,8877500,0,2061,0,1.186,25.5,8.8775,9.8112072,1.000123058,,13.54791934,1.185575618,,0,,,,,,,,,,,,,
,8943750,0,2061,0,-1.736,25.5,8.94375,9.8112072,1.000123058,,13.12313421,-1.735930439,,0,,,,,,,,,,,,,
,9010000,0,2045,0,-1.183,25.5,9.01,9.8112072,1.000123058,,-3.177015581,-1.183447,,0,,,,,,,,,,,,,
,9076250,0,2072,0,0.808,25.5,9.07625,9.8112072,1.000123058,,24.35410763,0.808236089,,0,,,,,,,,,,,,,
,9142500,0,2086,0,0.633,25.5,9.1425,9.8112072,1.000123058,,38.22742293,0.633007417,,0,,,,,,,,,,,,,
,9208750,0,2052,0,-1.581,25.5,9.20875,9.8112072,1.000123058,,3.890432591,-1.580511144,,0,,,,,,,,,,,,,
,9275000,0,2046,0,-2.756,25.5,9.275,9.8112072,1.000123058,,-2.066002024,-2.75559933,,0,,,,,,,,,,,,,
,9341250,0,2044,0,-3.157,25.5,9.34125,9.8112072,1.000123058,,-4.236395136,-3.157019205,,0,,,,,,,,,,,,,
,9407500,0,2037,0,2.27,25.5,9.4075,9.8112072,1.000123058,,-10.31115491,2.269797428,,0,,,,,,,,,,,,,
,9473750,0,2037,0,-0.323,25.5,9.47375,9.8112072,1.000123058,,-10.50793773,-0.322809279,,0,,,,,,,,,,,,,
,9540000,0,2018,0,0.187,25.5,9.54,9.8112072,1.000123058,,-29.59907554,0.186858846,,0,,,,,,,,,,,,,
,9606250,0,2087,0,-2.451,25.5,9.60625,9.8112072,1.000123058,,39.11678661,-2.451463545,,0,,,,,,,,,,,,,
,9672500,0,2047,0,1.398,25.5,9.6725,9.8112072,1.000123058,,-0.737515467,1.398486163,,0,,,,,,,,,,,,,
,9738750,0,2078,0,-0.884,25.5,9.73875,9.8112072,1.000123058,,29.91344426,-0.883666041,,0,,,,,,,,,,,,,
,9805000,0,2061,0,0.275,25.5,9.805,9.8112072,1.000123058,,12.96796421,0.274937803,,0,,,,,,,,,,,,,
,9871250,0,2080,0,0.243,25.5,9.87125,9.8112072,1.000123058,,32.20824663,0.242974739,,0,,,,,,,,,,,,,
,9937500,0,2070,0,-2.35,25.5,9.9375,9.8112072,1.000123058,,21.91658745,-2.350182502,,0,,,,,,,,,,,,,
,10003750,0,2053,0,0.398,25.5,10.00375,9.8112072,1.000123058,,4.753242915,0.397935562,,0,,,,,,,,,,,,,
,10070000,0,2059,0,-1.164,25.5,10.07,9.8112072,1.000123058,,11.58752962,-1.163764163,,0,,,,,,,,,,,,,
,10136250,0,2048,0,-1.674,25.5,10.13625,9.8112072,1.000123058,,-0.016130275,-1.673585921,,0,,,,,,,,,,,,,
,10202500,0,2058,0,-1.098,25.5,10.2025,9.8112072,1.000123058,,10.16439929,-1.097984242,,0,,,,,,,,,,,,,
,10268750,0,2051,0,-0.683,25.5,10.26875,9.8112072,1.000123058,,3.32885309,-0.683024294,,0,,,,,,,,,,,,,
,10335000,0,2068,0,-1.843,25.5,10.335,9.8112072,1.000123058,,20.54051346,-1.842823999,,0,,,,,,,,,,,,,
,10401250,0,2048,0,-0.489,25.5,10.40125,9.8112072,1.000123058,,0.400643717,-0.489162229,,0,,,,,,,,,,,,,
,10467500,0,2061,0,0.303,25.5,10.4675,9.8112072,1.000123058,,13.03472955,0.303177571,,0,,,,,,,,,,,,,
,10533750,0,2079,0,-0.3,25.5,10.53375,9.8112072,1.000123058,,31.69945226,-0.300067176,,0,,,,,,,,,,,,,
,10600000,0,2046,0,-1.049,25.5,10.6,9.8112072,1.000123058,,-1.9696589,-1.049171154,,0,,,,,,,,,,,,,
,10666250,0,2050,0,-1.001,25.5,10.66625,9.8112072,1.000123058,,2.596608985,-1.001486386,,0,,,,,,,,,,,,,
,10732500,0,2063,0,-0.985,25.5,10.7325,9.8112072,1.000123058,,15.46660707,-0.985225606,,0,,,,,,,,,,,,,
,10798750,0,2063,0,0.872,25.5,10.79875,9.8112072,1.000123058,,14.84045114,0.871723277,,0,,,,,,,,,,,,,
,10865000,0,2047,0,-1.513,25.5,10.865,9.8112072,1.000123058,,-0.924776344,-1.513014291,,0,,,,,,,,,,,,,
,10931250,0,2038,0,-2.872,25.5,10.93125,9.8112072,1.000123058,,-10.13127912,-2.872333487,,0,,,,,,,,,,,,,
,10997500,0,2075,0,2.495,25.5,10.9975,9.8112072,1.000123058,,27.45148985,2.494607776,,0,,,,,,,,,,,,,
,11063750,0,2036,0,0.678,25.5,11.06375,9.8112072,1.000123058,,-11.76837586,0.678227408,,0,,,,,,,,,,,,,
,11130000,0,2073,0,-2.264,25.5,11.13,9.8112072,1.000123058,,25.36111341,-2.264476415,,0,,,,,,,,,,,,,
,11196250,0,2050,0,-1.152,25.5,11.19625,9.8112072,1.000123058,,2.281942133,-1.152185381,,0,,,,,,,,,,,,,
,11262500,0,2055,0,2.188,25.5,11.2625,9.8112072,1.000123058,,6.956112771,2.187910688,,0,,,,,,,,,,,,,
,11328750,0,2035,0,-1.012,25.5,11.32875,9.8112072,1.000123058,,-13.19922871,-1.011636238,,0,,,,,,,,,,,,,
,11395000,0,2060,0,0.513,25.5,11.395,9.8112072,1.000123058,,12.13903607,0.512514568,,0,,,,,,,,,,,,,
,11461250,0,2038,0,2.536,25.5,11.46125,9.8112072,1.000123058,,-9.793458087,2.53561028,,0,,,,,,,,,,,,,
,11527500,0,2059,0,-0.893,25.5,11.5275,9.8112072,1.000123058,,11.56392072,-0.893255756,,0,,,,,,,,,,,,,
,11593750,0,2060,0,4.879,25.5,11.59375,9.8112072,1.000123058,,11.93297568,4.878650184,,0,,,,,,,,,,,,,
,11660000,0,2064,0,-1.484,25.5,11.66,9.8112072,1.000123058,,16.34743047,-1.484249759,,0,,,,,,,,,,,,,
,11726250,0,2036,0,-0.02,25.5,11.72625,9.8112072,1.000123058,,-11.7706269,-0.020495983,,0,,,,,,,,,,,,,
,11792500,0,2025,0,4.92,25.5,11.7925,9.8112072,1.000123058,,-22.81540638,4.920293156,,0,,,,,,,,,,,,,
,11858750,0,2040,0,-1.723,25.5,11.85875,9.8112072,1.000123058,,-8.127166845,-1.722781261,,0,,,,,,,,,,,,,
,11925000,0,2076,0,-3.82,25.5,11.925,9.8112072,1.000123058,,28.33639901,-3.820214436,,0,,,,,,,,,,,,,
,11991250,0,2041,0,1.501,25.5,11.99125,9.8112072,1.000123058,,-6.277952642,1.500583793,,0,,,,,,,,,,,,,
,12057500,0,2064,0,0.696,25.5,12.0575,9.8112072,1.000123058,,16.6621838,0.695551239,,0,,,,,,,,,,,,,
,12123750,0,2022,0,0.023,25.5,12.12375,9.8112072,1.000123058,,-25.63997964,0.023004019,,0,,,,,,,,,,,,,
,12190000,0,2046,0,0.826,25.5,12.19,9.8112072,1.000123058,,-1.581615544,0.825901779,,0,,,,,,,,,,,,,
,12256250,0,2054,0,-0.779,25.5,12.25625,9.8112072,1.000123058,,6.387691356,-0.779073249,,0,,,,,,,,,,,,,
,12322500,0,2050,0,-0.164,25.5,12.3225,9.8112072,1.000123058,,2.16131926,-0.163752995,,0,,,,,,,,,,,,,
,12388750,0,2046,0,2.981,25.5,12.38875,9.8112072,1.000123058,,-1.905466342,2.980729774,,0,,,,,,,,,,,,,
,12455000,0,2049,0,0.169,25.5,12.455,9.8112072,1.000123058,,1.65586539,0.16902222,,0,,,,,,,,,,,,,
,12521250,0,2073,0,-0.89,25.5,12.52125,9.8112072,1.000123058,,25.58581397,-0.889898741,,0,,,,,,,,,,,,,
,12587500,0,2054,0,-0.183,25.5,12.5875,9.8112072,1.000123058,,5.854215278,-0.18287152,,0,,,,,,,,,,,,,
,12653750,0,2059,0,-1.314,25.5,12.65375,9.8112072,1.000123058,,11.00148816,-1.314491898,,0,,,,,,,,,,,,,
,12720000,0,2012,0,1.395,25.5,12.72,9.8112072,1.000123058,,-35.30451811,1.395447502,,0,,,,,,,,,,,,,
,12786250,0,2061,0,-0.214,25.5,12.78625,9.8112072,1.000123058,,13.41985387,-0.214231755,,0,,,,,,,,,,,,,
,12852500,0,2059,0,0.637,25.5,12.8525,9.8112072,1.000123058,,11.54208625,0.637153257,,0,,,,,,,,,,,,,
,12918750,0,2025,0,5.435,25.5,12.91875,9.8112072,1.000123058,,-22.28427876,5.434888981,,0,,,,,,,,,,,,,
,12985000,0,2071,0,1.144,25.5,12.985,9.8112072,1.000123058,,22.89821563,1.143563779,,0,,,,,,,,,,,,,
,13051250,0,2028,0,-0.934,25.5,13.05125,9.8112072,1.000123058,,-19.9102894,-0.933806919,,0,,,,,,,,,,,,,
,13117500,0,2056,0,-1.037,25.5,13.1175,9.8112072,1.000123058,,8.37440559,-1.036865347,,0,,,,,,,,,,,,,
,13183750,0,2056,0,0.566,25.5,13.18375,9.8112072,1.000123058,,8.402551488,0.565777896,,0,,,,,,,,,,,,,
,13250000,0,2049,0,0.943,25.5,13.25,9.8112072,1.000123058,,1.112183446,0.943044206,,0,,,,,,,,,,,,,
,13316250,0,2030,0,1.741,25.5,13.31625,9.8112072,1.000123058,,-17.7785542,1.741337614,,0,,,,,,,,,,,,,
,13382500,0,2059,0,2.651,25.5,13.3825,9.8112072,1.000123058,,10.7804756,2.651068519,,0,,,,,,,,,,,,,
,13448750,0,2033,0,2.454,25.5,13.44875,9.8112072,1.000123058,,-14.70510203,2.45447986,,0,,,,,,,,,,,,,
,13515000,0,2043,0,1.514,25.5,13.515,9.8112072,1.000123058,,-4.738406163,1.514440053,,0,,,,,,,,,,,,,
,13581250,0,2038,0,-1.646,25.5,13.58125,9.8112072,1.000123058,,-10.1390832,-1.646498006,,0,,,,,,,,,,,,,
,13647500,0,2051,0,-2.748,25.5,13.6475,9.8112072,1.000123058,,3.434321577,-2.748048092,,0,,,,,,,,,,,,,
